# t,event_type,mode,packet_id
6.32,plantsend,1,316
6.32916,controllerreceive,1,316
6.33608,plantreceive,1,316
6.34,plantsend,1,317
6.34877,controllerreceive,1,317
6.35747,plantreceive,1,317
6.36,plantsend,1,318
6.36935,controllerreceive,1,318
6.37812,plantreceive,1,318
6.38,plantsend,1,319
6.38886,controllerreceive,1,319
6.39756,plantreceive,1,319
6.4,plantsend,1,320
6.40951,controllerreceive,1,320
6.41833,plantreceive,1,320
6.42,plantsend,1,321
6.428,controllerreceive,1,321
6.43676,plantreceive,1,321
6.44,plantsend,1,322
6.44894,controllerreceive,1,322
6.45777,plantreceive,1,322
6.46,plantsend,1,323
6.46826,controllerreceive,1,323
6.47732,plantreceive,1,323
6.48,plantsend,1,324
6.48992,controllerreceive,1,324
6.49867,plantreceive,1,324
6.5,plantsend,1,325
6.50958,controllerreceive,1,325
6.5184,plantreceive,1,325
6.52,plantsend,1,326
6.52809,controllerreceive,1,326
6.53704,plantreceive,1,326
6.54,plantsend,1,327
6.54734,controllerreceive,1,327
6.55616,plantreceive,1,327
6.56,plantsend,1,328
6.57038,controllerreceive,1,328
6.57923,plantreceive,1,328
6.58,plantsend,1,329
6.58843,controllerreceive,1,329
6.59735,plantreceive,1,329
6.6,plantsend,1,330
6.60933,controllerreceive,1,330
6.61823,plantreceive,1,330
6.62,plantsend,1,331
6.62818,controllerreceive,1,331
6.63707,plantreceive,1,331
6.64,plantsend,1,332
6.65013,controllerreceive,1,332
6.65884,plantreceive,1,332
6.66,plantsend,1,333
6.66962,controllerreceive,1,333
6.67833,plantreceive,1,333
6.68,plantsend,1,334
6.69016,controllerreceive,1,334
6.69907,plantreceive,1,334
6.7,plantsend,1,335
6.70835,controllerreceive,1,335
6.71727,plantreceive,1,335
6.72,plantsend,1,336
6.72991,controllerreceive,1,336
6.73893,plantreceive,1,336
6.74,plantsend,1,337
6.74933,controllerreceive,1,337
6.75797,plantreceive,1,337
6.76,plantsend,1,338
6.76927,controllerreceive,1,338
6.7781,plantreceive,1,338
6.78,plantsend,1,339
6.78825,controllerreceive,1,339
6.79714,plantreceive,1,339
6.8,plantsend,1,340
6.80909,controllerreceive,1,340
6.818,plantreceive,1,340
6.82,plantsend,1,341
6.82794,controllerreceive,1,341
6.83681,plantreceive,1,341
6.84,plantsend,1,342
6.84841,controllerreceive,1,342
6.85731,plantreceive,1,342
6.86,plantsend,1,343
6.86777,controllerreceive,1,343
6.87658,plantreceive,1,343
6.88,plantsend,1,344
6.88957,controllerreceive,1,344
6.8986,plantreceive,1,344
6.9,plantsend,1,345
6.90814,controllerreceive,1,345
6.91692,plantreceive,1,345
6.92,plantsend,1,346
6.92821,controllerreceive,1,346
6.93687,plantreceive,1,346
6.94,plantsend,1,347
6.94953,controllerreceive,1,347
6.95834,plantreceive,1,347
6.96,plantsend,1,348
6.9697,controllerreceive,1,348
6.9786,plantreceive,1,348
6.98,plantsend,1,349
6.99006,controllerreceive,1,349
6.99895,plantreceive,1,349
7.0,plantsend,1,350
7.00968,controllerreceive,1,350
7.01858,plantreceive,1,350
7.02,plantsend,1,351
7.02771,controllerreceive,1,351
7.03642,plantreceive,1,351
7.04,plantsend,1,352
7.04981,controllerreceive,1,352
7.0586,plantreceive,1,352
7.06,plantsend,1,353
7.0681,controllerreceive,1,353
7.07712,plantreceive,1,353
7.08,plantsend,1,354
7.08811,controllerreceive,1,354
7.09701,plantreceive,1,354
7.1,plantsend,1,355
7.10803,controllerreceive,1,355
7.11674,plantreceive,1,355
7.12,plantsend,1,356
7.12981,controllerreceive,1,356
7.13867,plantreceive,1,356
7.14,plantsend,1,357
7.14811,controllerreceive,1,357
7.15697,plantreceive,1,357
7.16,plantsend,1,358
7.16795,controllerreceive,1,358
7.17686,plantreceive,1,358
7.18,plantsend,1,359
7.18788,controllerreceive,1,359
7.19676,plantreceive,1,359
7.2,plantsend,1,360
7.20817,controllerreceive,1,360
7.21708,plantreceive,1,360
7.22,plantsend,1,361
7.22754,controllerreceive,1,361
7.23437,plantreceive,1,361
7.24,plantsend,1,362
7.24738,controllerreceive,1,362
7.2563,plantreceive,1,362
7.26,plantsend,1,363
7.26837,controllerreceive,1,363
7.27719,plantreceive,1,363
7.28,plantsend,1,364
7.28923,controllerreceive,1,364
7.2981,plantreceive,1,364
7.3,plantsend,1,365
7.3093,controllerreceive,1,365
7.3181,plantreceive,1,365
7.32,plantsend,1,366
7.32995,controllerreceive,1,366
7.33885,plantreceive,1,366
7.34,plantsend,1,367
7.34946,controllerreceive,1,367
7.35851,plantreceive,1,367
7.36,plantsend,1,368
7.37025,controllerreceive,1,368
7.37911,plantreceive,1,368
7.38,plantsend,1,369
7.39016,controllerreceive,1,369
7.39901,plantreceive,1,369
7.4,plantsend,1,370
7.4077,controllerreceive,1,370
7.41667,plantreceive,1,370
7.42,plantsend,1,371
7.4296,controllerreceive,1,371
7.43839,plantreceive,1,371
7.44,plantsend,1,372
7.44757,controllerreceive,1,372
7.4563,plantreceive,1,372
7.46,plantsend,1,373
7.46784,controllerreceive,1,373
7.47688,plantreceive,1,373
7.48,plantsend,1,374
7.49109,controllerreceive,1,374
7.49998,plantreceive,1,374
7.5,plantsend,1,375
7.50886,controllerreceive,1,375
7.51779,plantreceive,1,375
7.52,plantsend,1,376
7.53027,controllerreceive,1,376
7.53898,plantreceive,1,376
7.54,plantsend,1,377
7.54852,controllerreceive,1,377
7.55719,plantreceive,1,377
7.56,plantsend,1,378
7.56818,controllerreceive,1,378
7.57707,plantreceive,1,378
7.58,plantsend,1,379
7.5882,controllerreceive,1,379
7.59704,plantreceive,1,379
7.6,plantsend,1,380
7.60994,controllerreceive,1,380
7.61888,plantreceive,1,380
7.62,plantsend,1,381
7.62847,controllerreceive,1,381
7.63738,plantreceive,1,381
7.64,plantsend,1,382
7.64777,controllerreceive,1,382
7.65658,plantreceive,1,382
7.66,plantsend,1,383
7.66921,controllerreceive,1,383
7.67812,plantreceive,1,383
7.68,plantsend,1,384
7.68962,controllerreceive,1,384
7.69842,plantreceive,1,384
7.7,plantsend,1,385
7.71022,controllerreceive,1,385
7.71908,plantreceive,1,385
7.72,plantsend,1,386
7.72831,controllerreceive,1,386
7.73732,plantreceive,1,386
7.74,plantsend,1,387
7.74899,controllerreceive,1,387
7.75785,plantreceive,1,387
7.76,plantsend,1,388
7.77007,controllerreceive,1,388
7.77884,plantreceive,1,388
7.78,plantsend,1,389
7.78823,controllerreceive,1,389
7.79713,plantreceive,1,389
7.8,plantsend,1,390
7.80979,controllerreceive,1,390
7.81872,plantreceive,1,390
7.82,plantsend,1,391
7.82866,controllerreceive,1,391
7.83762,plantreceive,1,391
7.84,plantsend,1,392
7.85022,controllerreceive,1,392
7.85901,plantreceive,1,392
7.86,plantsend,1,393
7.86944,controllerreceive,1,393
7.87824,plantreceive,1,393
7.88,plantsend,1,394
7.88884,controllerreceive,1,394
7.89788,plantreceive,1,394
7.9,plantsend,1,395
7.90837,controllerreceive,1,395
7.91729,plantreceive,1,395
7.92,plantsend,1,396
7.92973,controllerreceive,1,396
7.93839,plantreceive,1,396
7.94,plantsend,1,397
7.94984,controllerreceive,1,397
7.95852,plantreceive,1,397
7.96,plantsend,1,398
7.96928,controllerreceive,1,398
7.97619,plantreceive,1,398
7.98,plantsend,1,399
7.98841,controllerreceive,1,399
7.99731,plantreceive,1,399
8.0,plantsend,1,400
8.00773,controllerreceive,1,400
8.01656,plantreceive,1,400
8.02,plantsend,1,401
8.02982,controllerreceive,1,401
8.03872,plantreceive,1,401
8.04,plantsend,1,402
8.04824,controllerreceive,1,402
8.05709,plantreceive,1,402
8.06,plantsend,1,403
8.06809,controllerreceive,1,403
8.07695,plantreceive,1,403
8.08,plantsend,1,404
8.09166,controllerreceive,1,404
8.1,plantsend,1,405
8.10057,plantreceive,1,404
8.10768,controllerreceive,1,405
8.11655,plantreceive,1,405
8.12,plantsend,1,406
8.12818,controllerreceive,1,406
8.13701,plantreceive,1,406
8.14,plantsend,1,407
8.14719,controllerreceive,1,407
8.15598,plantreceive,1,407
8.16,plantsend,1,408
8.1683,controllerreceive,1,408
8.17713,plantreceive,1,408
8.18,plantsend,1,409
8.19218,controllerreceive,1,409
8.19905,plantreceive,1,409
8.2,plantsend,1,410
8.20815,controllerreceive,1,410
8.217,plantreceive,1,410
8.22,plantsend,1,411
8.22902,controllerreceive,1,411
8.23788,plantreceive,1,411
8.24,plantsend,1,412
8.24827,controllerreceive,1,412
8.25716,plantreceive,1,412
8.26,plantsend,1,413
8.26823,controllerreceive,1,413
8.27714,plantreceive,1,413
8.28,plantsend,1,414
8.28832,controllerreceive,1,414
8.29723,plantreceive,1,414
8.3,plantsend,1,415
8.30768,controllerreceive,1,415
8.31666,plantreceive,1,415
8.32,plantsend,1,416
8.32992,controllerreceive,1,416
8.3386,plantreceive,1,416
8.34,plantsend,1,417
8.34987,controllerreceive,1,417
8.35876,plantreceive,1,417
8.36,plantsend,1,418
8.36972,controllerreceive,1,418
8.37858,plantreceive,1,418
8.38,plantsend,1,419
8.38971,controllerreceive,1,419
8.39858,plantreceive,1,419
8.4,plantsend,1,420
8.40929,controllerreceive,1,420
8.41821,plantreceive,1,420
8.42,plantsend,1,421
8.4281,controllerreceive,1,421
8.43697,plantreceive,1,421
8.44,plantsend,1,422
8.44792,controllerreceive,1,422
8.45678,plantreceive,1,422
8.46,plantsend,1,423
8.4691,controllerreceive,1,423
8.47806,plantreceive,1,423
8.48,plantsend,1,424
8.48786,controllerreceive,1,424
8.49672,plantreceive,1,424
8.5,plantsend,1,425
8.50777,controllerreceive,1,425
8.51641,plantreceive,1,425
8.52,plantsend,1,426
8.52821,controllerreceive,1,426
8.53692,plantreceive,1,426
8.54,plantsend,1,427
8.55025,controllerreceive,1,427
8.55907,plantreceive,1,427
8.56,plantsend,1,428
8.56822,controllerreceive,1,428
8.57711,plantreceive,1,428
8.58,plantsend,1,429
8.58918,controllerreceive,1,429
8.598,plantreceive,1,429
8.6,plantsend,1,430
8.60808,controllerreceive,1,430
8.61714,plantreceive,1,430
8.62,plantsend,1,431
8.62989,controllerreceive,1,431
8.6387,plantreceive,1,431
8.64,plantsend,1,432
8.65004,controllerreceive,1,432
8.65887,plantreceive,1,432
8.66,plantsend,1,433
8.66778,controllerreceive,1,433
8.67644,plantreceive,1,433
8.68,plantsend,1,434
8.68741,controllerreceive,1,434
8.69644,plantreceive,1,434
8.7,plantsend,1,435
8.7079,controllerreceive,1,435
8.71695,plantreceive,1,435
8.72,plantsend,1,436
8.72956,controllerreceive,1,436
8.73846,plantreceive,1,436
8.74,plantsend,1,437
8.74951,controllerreceive,1,437
8.75837,plantreceive,1,437
8.76,plantsend,1,438
8.76832,controllerreceive,1,438
8.77715,plantreceive,1,438
8.78,plantsend,1,439
8.78748,controllerreceive,1,439
8.79616,plantreceive,1,439
8.8,plantsend,1,440
8.80974,controllerreceive,1,440
8.81859,plantreceive,1,440
8.82,plantsend,1,441
8.83016,controllerreceive,1,441
8.83884,plantreceive,1,441
8.84,plantsend,1,442
8.84972,controllerreceive,1,442
8.85874,plantreceive,1,442
8.86,plantsend,1,443
8.87316,controllerreceive,1,443
8.88,plantsend,1,444
8.88197,plantreceive,1,443
8.88837,controllerreceive,1,444
8.89725,plantreceive,1,444
8.9,plantsend,1,445
8.90957,controllerreceive,1,445
8.91845,plantreceive,1,445
8.92,plantsend,1,446
8.9279,controllerreceive,1,446
8.93669,plantreceive,1,446
8.94,plantsend,1,447
8.94807,controllerreceive,1,447
8.95678,plantreceive,1,447
8.96,plantsend,1,448
8.96993,controllerreceive,1,448
8.97858,plantreceive,1,448
8.98,plantsend,1,449
8.98806,controllerreceive,1,449
8.99697,plantreceive,1,449
9.0,plantsend,1,450
9.00798,controllerreceive,1,450
9.01662,plantreceive,1,450
9.02,plantsend,1,451
9.0295,controllerreceive,1,451
9.03819,plantreceive,1,451
9.04,plantsend,1,452
9.04922,controllerreceive,1,452
9.05802,plantreceive,1,452
9.06,plantsend,1,453
9.0678,controllerreceive,1,453
9.07683,plantreceive,1,453
9.08,plantsend,1,454
9.08999,controllerreceive,1,454
9.09884,plantreceive,1,454
9.1,plantsend,1,455
9.11017,controllerreceive,1,455
9.11916,plantreceive,1,455
9.12,plantsend,1,456
9.1283,controllerreceive,1,456
9.13717,plantreceive,1,456
9.14,plantsend,1,457
9.14965,controllerreceive,1,457
9.15857,plantreceive,1,457
9.16,plantsend,1,458
9.16984,controllerreceive,1,458
9.17851,plantreceive,1,458
9.18,plantsend,1,459
9.19021,controllerreceive,1,459
9.19913,plantreceive,1,459
9.2,plantsend,1,460
9.20776,controllerreceive,1,460
9.21656,plantreceive,1,460
9.22,plantsend,1,461
9.22794,controllerreceive,1,461
9.23658,plantreceive,1,461
9.24,plantsend,1,462
9.24961,controllerreceive,1,462
9.25841,plantreceive,1,462
9.26,plantsend,1,463
9.26975,controllerreceive,1,463
9.27881,plantreceive,1,463
9.28,plantsend,1,464
9.28809,controllerreceive,1,464
9.297,plantreceive,1,464
9.3,plantsend,1,465
9.3091,controllerreceive,1,465
9.31813,plantreceive,1,465
9.32,plantsend,1,466
9.32791,controllerreceive,1,466
9.33664,plantreceive,1,466
9.34,plantsend,1,467
9.34719,controllerreceive,1,467
9.3561,plantreceive,1,467
9.36,plantsend,1,468
9.36737,controllerreceive,1,468
9.37624,plantreceive,1,468
9.38,plantsend,1,469
9.3901,controllerreceive,1,469
9.39903,plantreceive,1,469
9.4,plantsend,1,470
9.40837,controllerreceive,1,470
9.41706,plantreceive,1,470
9.42,plantsend,1,471
9.43035,controllerreceive,1,471
9.43914,plantreceive,1,471
9.44,plantsend,1,472
9.44731,controllerreceive,1,472
9.45625,plantreceive,1,472
9.46,plantsend,1,473
9.46957,controllerreceive,1,473
9.47836,plantreceive,1,473
9.48,plantsend,1,474
9.48971,controllerreceive,1,474
9.49854,plantreceive,1,474
9.5,plantsend,1,475
9.50831,controllerreceive,1,475
9.5172,plantreceive,1,475
9.52,plantsend,1,476
9.52876,controllerreceive,1,476
9.5376,plantreceive,1,476
9.54,plantsend,1,477
9.54819,controllerreceive,1,477
9.55705,plantreceive,1,477
9.56,plantsend,1,478
9.5684,controllerreceive,1,478
9.57729,plantreceive,1,478
9.58,plantsend,1,479
9.58923,controllerreceive,1,479
9.59789,plantreceive,1,479
9.6,plantsend,1,480
9.6079,controllerreceive,1,480
9.61676,plantreceive,1,480
9.62,plantsend,1,481
9.62913,controllerreceive,1,481
9.63794,plantreceive,1,481
9.64,plantsend,1,482
9.64808,controllerreceive,1,482
9.65704,plantreceive,1,482
9.66,plantsend,1,483
9.66821,controllerreceive,1,483
9.67709,plantreceive,1,483
9.68,plantsend,1,484
9.68848,controllerreceive,1,484
9.69729,plantreceive,1,484
9.7,plantsend,1,485
9.70855,controllerreceive,1,485
9.71752,plantreceive,1,485
9.72,plantsend,1,486
9.73002,controllerreceive,1,486
9.7388,plantreceive,1,486
9.74,plantsend,1,487
9.74972,controllerreceive,1,487
9.75877,plantreceive,1,487
9.76,plantsend,1,488
9.77004,controllerreceive,1,488
9.77895,plantreceive,1,488
9.78,plantsend,1,489
9.78828,controllerreceive,1,489
9.79693,plantreceive,1,489
9.8,plantsend,1,490
9.80875,controllerreceive,1,490
9.81773,plantreceive,1,490
9.82,plantsend,1,491
9.82887,controllerreceive,1,491
9.83784,plantreceive,1,491
9.84,plantsend,1,492
9.84965,controllerreceive,1,492
9.8585,plantreceive,1,492
9.86,plantsend,1,493
9.86783,controllerreceive,1,493
9.87672,plantreceive,1,493
9.88,plantsend,1,494
9.88986,controllerreceive,1,494
9.89868,plantreceive,1,494
9.9,plantsend,1,495
9.91136,controllerreceive,1,495
9.92,plantsend,1,496
9.92016,plantreceive,1,495
9.92989,controllerreceive,1,496
9.93895,plantreceive,1,496
9.94,plantsend,1,497
9.94917,controllerreceive,1,497
9.95812,plantreceive,1,497
9.96,plantsend,1,498
9.9678,controllerreceive,1,498
9.97661,plantreceive,1,498
9.98,plantsend,1,499
9.98898,controllerreceive,1,499
9.99788,plantreceive,1,499
10.0,plantsend,1,500
10.009,controllerreceive,1,500
10.0179,plantreceive,1,500
10.02,plantsend,1,501
10.0284,controllerreceive,1,501
10.0353,plantreceive,1,501
10.04,plantsend,1,502
10.0494,controllerreceive,1,502
10.0582,plantreceive,1,502
10.06,plantsend,1,503
10.0685,controllerreceive,1,503
10.0771,plantreceive,1,503
10.08,plantsend,1,504
10.0881,controllerreceive,1,504
10.0972,plantreceive,1,504
10.1,plantsend,1,505
10.1094,controllerreceive,1,505
10.1183,plantreceive,1,505
10.12,plantsend,1,506
10.1281,controllerreceive,1,506
10.1369,plantreceive,1,506
10.14,plantsend,1,507
10.148,controllerreceive,1,507
10.1569,plantreceive,1,507
10.16,plantsend,1,508
10.1681,controllerreceive,1,508
10.1768,plantreceive,1,508
10.18,plantsend,1,509
10.1879,controllerreceive,1,509
10.1947,plantreceive,1,509
10.2,plantsend,1,510
10.2084,controllerreceive,1,510
10.2153,plantreceive,1,510
10.22,plantsend,1,511
10.2293,controllerreceive,1,511
10.2382,plantreceive,1,511
10.24,plantsend,1,512
10.2482,controllerreceive,1,512
10.257,plantreceive,1,512
10.26,plantsend,1,513
10.2683,controllerreceive,1,513
10.2753,plantreceive,1,513
10.28,plantsend,1,514
10.2895,controllerreceive,1,514
10.2985,plantreceive,1,514
10.3,plantsend,1,515
10.31,controllerreceive,1,515
10.3189,plantreceive,1,515
10.32,plantsend,1,516
10.3276,controllerreceive,1,516
10.3363,plantreceive,1,516
10.34,plantsend,1,517
10.3479,controllerreceive,1,517
10.3568,plantreceive,1,517
10.36,plantsend,1,518
10.3685,controllerreceive,1,518
10.3773,plantreceive,1,518
10.38,plantsend,1,519
10.3922,controllerreceive,1,519
10.4,plantsend,1,520
10.401,plantreceive,1,519
10.4121,controllerreceive,1,520
10.42,plantsend,1,521
10.4208,plantreceive,1,520
10.4298,controllerreceive,1,521
10.4388,plantreceive,1,521
10.44,plantsend,1,522
10.449,controllerreceive,1,522
10.4578,plantreceive,1,522
10.46,plantsend,1,523
10.4679,controllerreceive,1,523
10.4768,plantreceive,1,523
10.48,plantsend,1,524
10.4899,controllerreceive,1,524
10.4986,plantreceive,1,524
10.5,plantsend,1,525
10.5083,controllerreceive,1,525
10.5171,plantreceive,1,525
10.52,plantsend,1,526
10.5299,controllerreceive,1,526
10.5389,plantreceive,1,526
10.54,plantsend,1,527
10.5482,controllerreceive,1,527
10.5572,plantreceive,1,527
10.56,plantsend,1,528
10.5692,controllerreceive,1,528
10.578,plantreceive,1,528
10.58,plantsend,1,529
10.5901,controllerreceive,1,529
10.597,plantreceive,1,529
10.6,plantsend,1,530
10.61,controllerreceive,1,530
10.6189,plantreceive,1,530
10.62,plantsend,1,531
10.6276,controllerreceive,1,531
10.6365,plantreceive,1,531
10.64,plantsend,1,532
10.6475,controllerreceive,1,532
10.6564,plantreceive,1,532
10.66,plantsend,1,533
10.6683,controllerreceive,1,533
10.677,plantreceive,1,533
10.68,plantsend,1,534
10.6886,controllerreceive,1,534
10.6954,plantreceive,1,534
10.7,plantsend,1,535
10.7081,controllerreceive,1,535
10.7171,plantreceive,1,535
10.72,plantsend,1,536
10.7287,controllerreceive,1,536
10.7374,plantreceive,1,536
10.74,plantsend,1,537
10.7483,controllerreceive,1,537
10.7572,plantreceive,1,537
10.76,plantsend,1,538
10.7684,controllerreceive,1,538
10.7772,plantreceive,1,538
10.78,plantsend,1,539
10.7897,controllerreceive,1,539
10.7985,plantreceive,1,539
10.8,plantsend,1,540
10.8082,controllerreceive,1,540
10.8169,plantreceive,1,540
10.82,plantsend,1,541
10.8301,controllerreceive,1,541
10.8388,plantreceive,1,541
10.84,plantsend,1,542
10.8501,controllerreceive,1,542
10.859,plantreceive,1,542
10.86,plantsend,1,543
10.8678,controllerreceive,1,543
10.8767,plantreceive,1,543
10.88,plantsend,1,544
10.8896,controllerreceive,1,544
10.8985,plantreceive,1,544
10.9,plantsend,1,545
10.9087,controllerreceive,1,545
10.9177,plantreceive,1,545
10.92,plantsend,1,546
10.9277,controllerreceive,1,546
10.9367,plantreceive,1,546
10.94,plantsend,1,547
10.9487,controllerreceive,1,547
10.9576,plantreceive,1,547
10.96,plantsend,1,548
10.9692,controllerreceive,1,548
10.9778,plantreceive,1,548
10.98,plantsend,1,549
10.9891,controllerreceive,1,549
10.9978,plantreceive,1,549
11.0,plantsend,1,550
11.009,controllerreceive,1,550
11.0178,plantreceive,1,550
11.02,plantsend,1,551
11.0278,controllerreceive,1,551
11.0368,plantreceive,1,551
11.04,plantsend,1,552
11.0483,controllerreceive,1,552
11.0572,plantreceive,1,552
11.06,plantsend,1,553
11.0678,controllerreceive,1,553
11.0765,plantreceive,1,553
11.08,plantsend,1,554
11.0883,controllerreceive,1,554
11.0972,plantreceive,1,554
11.1,plantsend,1,555
11.1082,controllerreceive,1,555
11.117,plantreceive,1,555
11.12,plantsend,1,556
11.1293,controllerreceive,1,556
11.1384,plantreceive,1,556
11.14,plantsend,1,557
11.1482,controllerreceive,1,557
11.1569,plantreceive,1,557
11.16,plantsend,1,558
11.1679,controllerreceive,1,558
11.1766,plantreceive,1,558
11.18,plantsend,1,559
11.1891,controllerreceive,1,559
11.198,plantreceive,1,559
11.2,plantsend,1,560
11.208,controllerreceive,1,560
11.2169,plantreceive,1,560
11.22,plantsend,1,561
11.2282,controllerreceive,1,561
11.2372,plantreceive,1,561
11.24,plantsend,1,562
11.2483,controllerreceive,1,562
11.2571,plantreceive,1,562
11.26,plantsend,1,563
11.2682,controllerreceive,1,563
11.2771,plantreceive,1,563
11.28,plantsend,1,564
11.2898,controllerreceive,1,564
11.2986,plantreceive,1,564
11.3,plantsend,1,565
11.308,controllerreceive,1,565
11.3149,plantreceive,1,565
11.32,plantsend,1,566
11.3291,controllerreceive,1,566
11.338,plantreceive,1,566
11.34,plantsend,1,567
11.349,controllerreceive,1,567
11.3578,plantreceive,1,567
11.36,plantsend,1,568
11.3683,controllerreceive,1,568
11.3772,plantreceive,1,568
11.38,plantsend,1,569
11.3897,controllerreceive,1,569
11.3987,plantreceive,1,569
11.4,plantsend,1,570
11.41,controllerreceive,1,570
11.4188,plantreceive,1,570
11.42,plantsend,1,571
11.429,controllerreceive,1,571
11.4379,plantreceive,1,571
11.44,plantsend,1,572
11.4482,controllerreceive,1,572
11.4573,plantreceive,1,572
11.46,plantsend,1,573
11.4684,controllerreceive,1,573
11.4774,plantreceive,1,573
11.48,plantsend,1,574
11.4883,controllerreceive,1,574
11.4971,plantreceive,1,574
11.5,plantsend,1,575
11.5095,controllerreceive,1,575
11.5185,plantreceive,1,575
11.52,plantsend,1,576
11.5298,controllerreceive,1,576
11.5385,plantreceive,1,576
11.54,plantsend,1,577
11.5497,controllerreceive,1,577
11.5588,plantreceive,1,577
11.56,plantsend,1,578
11.5681,controllerreceive,1,578
11.5768,plantreceive,1,578
11.58,plantsend,1,579
11.5892,controllerreceive,1,579
11.5981,plantreceive,1,579
11.6,plantsend,1,580
11.6096,controllerreceive,1,580
11.6183,plantreceive,1,580
11.62,plantsend,1,581
11.6279,controllerreceive,1,581
11.6366,plantreceive,1,581
11.64,plantsend,1,582
11.6498,controllerreceive,1,582
11.6586,plantreceive,1,582
11.66,plantsend,1,583
11.6682,controllerreceive,1,583
11.6769,plantreceive,1,583
11.68,plantsend,1,584
11.6902,controllerreceive,1,584
11.6988,plantreceive,1,584
11.7,plantsend,1,585
11.7088,controllerreceive,1,585
11.7177,plantreceive,1,585
11.72,plantsend,1,586
11.7299,controllerreceive,1,586
11.7388,plantreceive,1,586
11.74,plantsend,1,587
11.7485,controllerreceive,1,587
11.7572,plantreceive,1,587
11.76,plantsend,1,588
11.7684,controllerreceive,1,588
11.7752,plantreceive,1,588
11.78,plantsend,1,589
11.7891,controllerreceive,1,589
11.798,plantreceive,1,589
11.8,plantsend,1,590
11.8097,controllerreceive,1,590
11.8186,plantreceive,1,590
11.82,plantsend,1,591
11.8296,controllerreceive,1,591
11.8385,plantreceive,1,591
11.84,plantsend,1,592
11.8483,controllerreceive,1,592
11.8571,plantreceive,1,592
11.86,plantsend,1,593
11.8693,controllerreceive,1,593
11.8781,plantreceive,1,593
11.88,plantsend,1,594
11.8889,controllerreceive,1,594
11.8978,plantreceive,1,594
11.9,plantsend,1,595
11.9096,controllerreceive,1,595
11.9184,plantreceive,1,595
11.92,plantsend,1,596
11.9293,controllerreceive,1,596
11.938,plantreceive,1,596
11.94,plantsend,1,597
11.9495,controllerreceive,1,597
11.9586,plantreceive,1,597
11.96,plantsend,1,598
11.969,controllerreceive,1,598
11.9777,plantreceive,1,598
11.98,plantsend,1,599
11.9898,controllerreceive,1,599
11.9985,plantreceive,1,599
12.0,plantsend,1,600
12.0078,controllerreceive,1,600
12.0166,plantreceive,1,600
12.02,plantsend,1,601
12.0282,controllerreceive,1,601
12.0371,plantreceive,1,601
12.04,plantsend,1,602
12.0488,controllerreceive,1,602
12.0578,plantreceive,1,602
12.06,plantsend,1,603
12.0695,controllerreceive,1,603
12.0784,plantreceive,1,603
12.08,plantsend,1,604
12.088,controllerreceive,1,604
12.0968,plantreceive,1,604
12.1,plantsend,1,605
12.1102,controllerreceive,1,605
12.119,plantreceive,1,605
12.12,plantsend,1,606
12.1296,controllerreceive,1,606
12.1385,plantreceive,1,606
12.14,plantsend,1,607
12.148,controllerreceive,1,607
12.1567,plantreceive,1,607
12.16,plantsend,1,608
12.1682,controllerreceive,1,608
12.177,plantreceive,1,608
12.18,plantsend,1,609
12.1885,controllerreceive,1,609
12.1972,plantreceive,1,609
12.2,plantsend,1,610
12.2095,controllerreceive,1,610
12.2181,plantreceive,1,610
12.22,plantsend,1,611
12.2294,controllerreceive,1,611
12.2383,plantreceive,1,611
12.24,plantsend,1,612
12.2488,controllerreceive,1,612
12.2578,plantreceive,1,612
12.26,plantsend,1,613
12.2695,controllerreceive,1,613
12.2784,plantreceive,1,613
12.28,plantsend,1,614
12.2893,controllerreceive,1,614
12.2981,plantreceive,1,614
12.3,plantsend,1,615
12.3082,controllerreceive,1,615
12.3171,plantreceive,1,615
12.32,plantsend,1,616
12.3282,controllerreceive,1,616
12.3368,plantreceive,1,616
12.34,plantsend,1,617
12.3496,controllerreceive,1,617
12.3584,plantreceive,1,617
12.36,plantsend,1,618
12.3693,controllerreceive,1,618
12.3781,plantreceive,1,618
12.38,plantsend,1,619
12.3893,controllerreceive,1,619
12.398,plantreceive,1,619
12.4,plantsend,1,620
12.409,controllerreceive,1,620
12.4178,plantreceive,1,620
12.42,plantsend,1,621
12.4271,controllerreceive,1,621
12.4359,plantreceive,1,621
12.44,plantsend,1,622
12.4483,controllerreceive,1,622
12.457,plantreceive,1,622
12.46,plantsend,1,623
12.4683,controllerreceive,1,623
12.4772,plantreceive,1,623
12.48,plantsend,1,624
12.4876,controllerreceive,1,624
12.4965,plantreceive,1,624
12.5,plantsend,1,625
12.5082,controllerreceive,1,625
12.5171,plantreceive,1,625
12.52,plantsend,1,626
12.5282,controllerreceive,1,626
12.5371,plantreceive,1,626
12.54,plantsend,1,627
12.5501,controllerreceive,1,627
12.5588,plantreceive,1,627
12.56,plantsend,1,628
12.5699,controllerreceive,1,628
12.5787,plantreceive,1,628
12.58,plantsend,1,629
12.592,controllerreceive,1,629
12.6,plantsend,1,630
12.6009,plantreceive,1,629
12.6092,controllerreceive,1,630
12.6179,plantreceive,1,630
12.62,plantsend,1,631
12.6299,controllerreceive,1,631
12.6386,plantreceive,1,631
12.64,plantsend,1,632
12.6519,controllerreceive,1,632
12.66,plantsend,1,633
12.6607,plantreceive,1,632
12.6698,controllerreceive,1,633
12.6787,plantreceive,1,633
12.68,plantsend,1,634
12.6882,controllerreceive,1,634
